Name;NO;STA_AWAL;STA_AKHIR;PANJANG;Fungsi;Kondisi;Tp_Perkera;Lebar_STA
BANJARSARI KULON;225;1+100;1+200;3026,10034878000;Jalan Lokal Primer;RR;aspal;6
BANJARSARI KULON;226;1+200;1+300;3026,10034878000;Jalan Lokal Primer;RB;aspal;6
BANJARSARI KULON;227;1+300;1+400;3026,10034878000;Jalan Lokal Primer;baik;aspal;6
BANJARSARI KULON;228;1+400;1+500;3026,10034878000;Jalan Lokal Primer;sedang;aspal;6
BANJARSARI KULON;229;1+500;1+600;3026,10034878000;Jalan Lokal Primer;RR;aspal;6
BANJARSARI KULON;230;1+600;1+700;3026,10034878000;Jalan Lokal Primer;RB;aspal;6
BANJARSARI KULON;231;1+700;1+800;3026,10034878000;Jalan Lokal Primer;baik;aspal;6
BANJARSARI KULON;232;1+800;1+900;3026,10034878000;Jalan Lokal Primer;sedang;aspal;6
BANJARSARI KULON;233;1+900;2+000;3026,10034878000;Jalan Lokal Primer;RR;aspal;6
BANJARSARI KULON;234;2+000;2+100;3026,10034878000;Jalan Lokal Primer;RB;aspal;6
BANJARSARI KULON;235;2+100;2+200;3026,10034878000;Jalan Lokal Primer;baik;aspal;6
BANJARSARI KULON;236;2+200;2+300;3026,10034878000;Jalan Lokal Primer;sedang;aspal;6
BANJARSARI KULON;237;2+300;2+400;3026,10034878000;Jalan Lokal Primer;RR;aspal;6
BANJARSARI KULON;238;2+400;2+500;3026,10034878000;Jalan Lokal Primer;RB;aspal;6
BANJARSARI KULON;239;2+500;2+600;3026,10034878000;Jalan Lokal Primer;baik;aspal;6
BANJARSARI KULON;240;2+600;2+700;3026,10034878000;Jalan Lokal Primer;sedang;aspal;6
BANJARSARI KULON;241;2+700;2+800;3026,10034878000;Jalan Lokal Primer;RR;aspal;6
BANJARSARI KULON;242;2+800;2+900;3026,10034878000;Jalan Lokal Primer;RB;aspal;6
BANJARSARI KULON;243;2+900;3+000;3026,10034878000;Jalan Lokal Primer;baik;aspal;6
BANJARSARI KULON;244;3+000;3+026;3026,10034878000;Jalan Lokal Primer;sedang;aspal;6
BANJARSARI WETAN;245;0+000;0+100;1055,11466016000;Jalan Lokal Primer;RR;aspal;6
BANJARSARI WETAN;246;0+100;0+200;1055,11466016000;Jalan Lokal Primer;RB;aspal;6
BANJARSARI WETAN;247;0+200;0+300;1055,11466016000;Jalan Lokal Primer;baik;aspal;6
BANJARSARI WETAN;248;0+300;0+400;1055,11466016000;Jalan Lokal Primer;sedang;aspal;6
BANJARSARI WETAN;249;0+400;0+500;1055,11466016000;Jalan Lokal Primer;RR;aspal;6
BANJARSARI WETAN;250;0+500;0+600;1055,11466016000;Jalan Lokal Primer;RB;aspal;6
BANJARSARI WETAN;251;0+600;0+700;1055,11466016000;Jalan Lokal Primer;baik;aspal;6
BANJARSARI WETAN;252;0+700;0+800;1055,11466016000;Jalan Lokal Primer;sedang;aspal;6
BANJARSARI WETAN;253;0+800;0+900;1055,11466016000;Jalan Lokal Primer;RR;aspal;6
BANJARSARI WETAN;254;0+900;1+000;1055,11466016000;Jalan Lokal Primer;RB;aspal;6
BANJARSARI WETAN;255;1+000;1+055;1055,11466016000;Jalan Lokal Primer;baik;aspal;6
BANYUKAMBANG;939;0+000;0+100;725,67914689500;Jalan Lokal Primer;sedang;aspal;6
BANYUKAMBANG;940;0+100;0+200;725,67914689500;Jalan Lokal Primer;RR;aspal;6
BANYUKAMBANG;941;0+200;0+300;725,67914689500;Jalan Lokal Primer;RB;aspal;6
BANYUKAMBANG;942;0+300;0+400;725,67914689500;Jalan Lokal Primer;baik;aspal;6
BANYUKAMBANG;943;0+400;0+500;725,67914689500;Jalan Lokal Primer;sedang;aspal;6
BANYUKAMBANG;944;0+500;0+600;725,67914689500;Jalan Lokal Primer;RR;aspal;6
BANYUKAMBANG;945;0+600;0+700;725,67914689500;Jalan Lokal Primer;RB;aspal;6
BANYUKAMBANG;946;0+700;0+725;725,67914689500;Jalan Lokal Primer;baik;aspal;6
BENER;556;0+000;0+100;1418,14316406000;Jalan Lokal Primer;sedang;aspal;6
BENER;557;0+100;0+200;1418,14316406000;Jalan Lokal Primer;RR;aspal;6
BENER;558;0+200;0+300;1418,14316406000;Jalan Lokal Primer;RB;aspal;6
BENER;559;0+300;0+400;1418,14316406000;Jalan Lokal Primer;baik;aspal;6
BENER;560;0+400;0+500;1418,14316406000;Jalan Lokal Primer;sedang;aspal;6
BENER;561;0+500;0+600;1418,14316406000;Jalan Lokal Primer;RR;aspal;6
BENER;562;0+600;0+700;1418,14316406000;Jalan Lokal Primer;RB;aspal;6
BENER;563;0+700;0+800;1418,14316406000;Jalan Lokal Primer;baik;aspal;6
BENER;564;0+800;0+900;1418,14316406000;Jalan Lokal Primer;sedang;aspal;6
BENER;565;0+900;1+000;1418,14316406000;Jalan Lokal Primer;RR;aspal;6
BENER;566;1+000;1+100;1418,14316406000;Jalan Lokal Primer;RB;aspal;6
BENER;567;1+100;1+200;1418,14316406000;Jalan Lokal Primer;baik;aspal;6
BENER;568;1+200;1+300;1418,14316406000;Jalan Lokal Primer;sedang;aspal;6
BENER;569;1+300;1+400;1418,14316406000;Jalan Lokal Primer;RR;aspal;6
BENER;570;1+400;1+418;1418,14316406000;Jalan Lokal Primer;RB;aspal;6
BETEK;1362;0+000;0+100;1772,91559912000;Jalan Lokal Primer;baik;aspal;6
BETEK;1363;0+100;0+200;1772,91559912000;Jalan Lokal Primer;sedang;aspal;6
BETEK;1364;0+200;0+300;1772,91559912000;Jalan Lokal Primer;RR;aspal;6
BETEK;1365;0+300;0+400;1772,91559912000;Jalan Lokal Primer;RB;aspal;6
BETEK;1366;0+400;0+500;1772,91559912000;Jalan Lokal Primer;baik;aspal;6
BETEK;1367;0+500;0+600;1772,91559912000;Jalan Lokal Primer;sedang;aspal;6
BETEK;1368;0+600;0+700;1772,91559912000;Jalan Lokal Primer;RR;aspal;6
BETEK;1369;0+700;0+800;1772,91559912000;Jalan Lokal Primer;RB;aspal;6
BETEK;1370;0+800;0+900;1772,91559912000;Jalan Lokal Primer;baik;aspal;6
BETEK;1371;0+900;1+000;1772,91559912000;Jalan Lokal Primer;sedang;aspal;6
BETEK;1372;1+000;1+100;1772,91559912000;Jalan Lokal Primer;RR;aspal;6
BETEK;1373;1+100;1+200;1772,91559912000;Jalan Lokal Primer;RB;aspal;6
BETEK;1374;1+200;1+300;1772,91559912000;Jalan Lokal Primer;baik;aspal;6
BETEK;1375;1+300;1+400;1772,91559912000;Jalan Lokal Primer;sedang;aspal;6
BETEK;1376;1+400;1+500;1772,91559912000;Jalan Lokal Primer;RR;aspal;6
BETEK;1377;1+500;1+600;1772,91559912000;Jalan Lokal Primer;RB;aspal;6
BETEK;1378;1+600;1+700;1772,91559912000;Jalan Lokal Primer;baik;aspal;6
BETEK;1379;1+700;1+772;1772,91559912000;Jalan Lokal Primer;sedang;aspal;6
BLIMBING;208;0+000;0+100;515,63304687700;Jalan Lokal Primer;RR;aspal;6
BLIMBING;209;0+100;0+200;515,63304687700;Jalan Lokal Primer;RB;aspal;6
BLIMBING;210;0+200;0+300;515,63304687700;Jalan Lokal Primer;baik;aspal;6
BLIMBING;211;0+300;0+400;515,63304687700;Jalan Lokal Primer;sedang;aspal;6
BLIMBING;212;0+400;0+500;515,63304687700;Jalan Lokal Primer;RR;aspal;6
BLIMBING;213;0+500;0+515;515,63304687700;Jalan Lokal Primer;RB;aspal;6
BONGSOPOTRO;571;0+000;0+100;2088,54684215000;Jalan Lokal Primer;baik;aspal;6
BONGSOPOTRO;572;0+100;0+200;2088,54684215000;Jalan Lokal Primer;sedang;aspal;6
BONGSOPOTRO;573;0+200;0+300;2088,54684215000;Jalan Lokal Primer;RR;aspal;6
BONGSOPOTRO;574;0+300;0+400;2088,54684215000;Jalan Lokal Primer;RB;aspal;6
BONGSOPOTRO;575;0+400;0+500;2088,54684215000;Jalan Lokal Primer;baik;aspal;6
BONGSOPOTRO;576;0+500;0+600;2088,54684215000;Jalan Lokal Primer;sedang;aspal;6
BONGSOPOTRO;577;0+600;0+700;2088,54684215000;Jalan Lokal Primer;RR;aspal;6
BONGSOPOTRO;578;0+700;0+800;2088,54684215000;Jalan Lokal Primer;RB;aspal;6
BONGSOPOTRO;579;0+800;0+900;2088,54684215000;Jalan Lokal Primer;baik;aspal;6
BONGSOPOTRO;580;0+900;1+000;2088,54684215000;Jalan Lokal Primer;sedang;aspal;6
BONGSOPOTRO;581;1+000;1+100;2088,54684215000;Jalan Lokal Primer;RR;aspal;6
BONGSOPOTRO;582;1+100;1+200;2088,54684215000;Jalan Lokal Primer;RB;aspal;6
BONGSOPOTRO;583;1+200;1+300;2088,54684215000;Jalan Lokal Primer;baik;aspal;6
BONGSOPOTRO;584;1+300;1+400;2088,54684215000;Jalan Lokal Primer;sedang;aspal;6
BONGSOPOTRO;585;1+400;1+500;2088,54684215000;Jalan Lokal Primer;RR;aspal;6
BONGSOPOTRO;586;1+500;1+600;2088,54684215000;Jalan Lokal Primer;RB;aspal;6
BONGSOPOTRO;587;1+600;1+700;2088,54684215000;Jalan Lokal Primer;baik;aspal;6
BONGSOPOTRO;588;1+700;1+800;2088,54684215000;Jalan Lokal Primer;sedang;aspal;6
BONGSOPOTRO;589;1+800;1+900;2088,54684215000;Jalan Lokal Primer;RR;aspal;6
BONGSOPOTRO;590;1+900;2+000;2088,54684215000;Jalan Lokal Primer;RB;aspal;6
BONGSOPOTRO;591;2+000;2+088;2088,54684215000;Jalan Lokal Primer;baik;aspal;6
BULAKREJO;1119;0+000;0+100;469,11623349000;Jalan Lokal Primer;sedang;aspal;6
BULAKREJO;1120;0+100;0+200;469,11623349000;Jalan Lokal Primer;RR;aspal;6
BULAKREJO;1121;0+200;0+300;469,11623349000;Jalan Lokal Primer;RB;aspal;6
BULAKREJO;1122;0+300;0+400;469,11623349000;Jalan Lokal Primer;baik;aspal;6
BULAKREJO;1123;0+400;0+469;469,11623349000;Jalan Lokal Primer;sedang;aspal;6
CANDIMULYO;143;0+000;0+100;805,67277439400;Jalan Lokal Primer;RR;aspal;6
CANDIMULYO;144;0+100;0+200;805,67277439400;Jalan Lokal Primer;RB;aspal;6
CANDIMULYO;145;0+200;0+300;805,67277439400;Jalan Lokal Primer;baik;aspal;6
CANDIMULYO;146;0+300;0+400;805,67277439400;Jalan Lokal Primer;sedang;aspal;6
CANDIMULYO;147;0+400;0+500;805,67277439400;Jalan Lokal Primer;RR;aspal;6
CANDIMULYO;148;0+500;0+600;805,67277439400;Jalan Lokal Primer;RB;aspal;6
CANDIMULYO;149;0+600;0+700;805,67277439400;Jalan Lokal Primer;baik;aspal;6
CANDIMULYO;150;0+700;0+800;805,67277439400;Jalan Lokal Primer;sedang;aspal;6
CANDIMULYO;151;0+800;0+805;805,67277439400;Jalan Lokal Primer;RR;aspal;6
DARMOREJO;838;0+300;0+400;495,94950788100;Jalan Lokal Primer;RB;aspal;6
DARMOREJO;839;0+000;0+100;495,94950788100;Jalan Lokal Primer;baik;aspal;6
DARMOREJO;840;0+100;0+200;495,94950788100;Jalan Lokal Primer;sedang;aspal;6
DARMOREJO;841;0+200;0+300;495,94950788100;Jalan Lokal Primer;RR;aspal;6
DARMOREJO;842;0+400;0+495;495,94950788100;Jalan Lokal Primer;RB;aspal;6
DAWUHAN;820;0+000;0+100;1769,84579428000;Jalan Lokal Primer;baik;aspal;6
DAWUHAN;821;0+100;0+200;1769,84579428000;Jalan Lokal Primer;sedang;aspal;6
DAWUHAN;822;0+200;0+300;1769,84579428000;Jalan Lokal Primer;RR;aspal;6
DAWUHAN;823;0+300;0+400;1769,84579428000;Jalan Lokal Primer;RB;aspal;6
DAWUHAN;824;0+400;0+500;1769,84579428000;Jalan Lokal Primer;baik;aspal;6
DAWUHAN;825;0+500;0+600;1769,84579428000;Jalan Lokal Primer;sedang;aspal;6
DAWUHAN;826;0+600;0+700;1769,84579428000;Jalan Lokal Primer;RR;aspal;6
DAWUHAN;827;0+700;0+800;1769,84579428000;Jalan Lokal Primer;RB;aspal;6
DAWUHAN;828;0+800;0+900;1769,84579428000;Jalan Lokal Primer;baik;aspal;6
DAWUHAN;829;0+900;1+000;1769,84579428000;Jalan Lokal Primer;sedang;aspal;6
DAWUHAN;830;1+000;1+100;1769,84579428000;Jalan Lokal Primer;RR;aspal;6
DAWUHAN;831;1+100;1+200;1769,84579428000;Jalan Lokal Primer;RB;aspal;6
DAWUHAN;832;1+200;1+300;1769,84579428000;Jalan Lokal Primer;baik;aspal;6
DAWUHAN;833;1+300;1+400;1769,84579428000;Jalan Lokal Primer;sedang;aspal;6
DAWUHAN;834;1+400;1+500;1769,84579428000;Jalan Lokal Primer;RR;aspal;6
DAWUHAN;835;1+500;1+600;1769,84579428000;Jalan Lokal Primer;RB;aspal;6
DAWUHAN;836;1+600;1+700;1769,84579428000;Jalan Lokal Primer;baik;aspal;6
DAWUHAN;837;1+700;1+769;1769,84579428000;Jalan Lokal Primer;sedang;aspal;6
DEMPELAN;1380;0+000;0+100;628,35698652600;Jalan Lokal Primer;RR;aspal;6
DEMPELAN;1381;0+100;0+200;628,35698652600;Jalan Lokal Primer;RB;aspal;6
DEMPELAN;1382;0+200;0+300;628,35698652600;Jalan Lokal Primer;baik;aspal;6
DEMPELAN;1383;0+300;0+400;628,35698652600;Jalan Lokal Primer;sedang;aspal;6
DEMPELAN;1384;0+400;0+500;628,35698652600;Jalan Lokal Primer;RR;aspal;6
DEMPELAN;1385;0+500;0+600;628,35698652600;Jalan Lokal Primer;RB;aspal;6
DEMPELAN;1386;0+600;0+628;628,35698652600;Jalan Lokal Primer;baik;aspal;6
DOHO;152;0+000;0+100;1524,00012761000;Jalan Lokal Primer;sedang;aspal;6
DOHO;153;0+100;0+200;1524,00012761000;Jalan Lokal Primer;RR;aspal;6
DOHO;154;0+200;0+300;1524,00012761000;Jalan Lokal Primer;RB;aspal;6
DOHO;155;0+300;0+400;1524,00012761000;Jalan Lokal Primer;baik;aspal;6
DOHO;156;0+400;0+500;1524,00012761000;Jalan Lokal Primer;sedang;aspal;6
DOHO;157;0+500;0+600;1524,00012761000;Jalan Lokal Primer;RR;aspal;6
DOHO;158;0+600;0+700;1524,00012761000;Jalan Lokal Primer;RB;aspal;6
DOHO;159;0+700;0+800;1524,00012761000;Jalan Lokal Primer;baik;aspal;6
DOHO;160;0+800;0+900;1524,00012761000;Jalan Lokal Primer;sedang;aspal;6
DOHO;161;0+900;1+000;1524,00012761000;Jalan Lokal Primer;RR;aspal;6
DOHO;162;1+000;1+100;1524,00012761000;Jalan Lokal Primer;RB;aspal;6
DOHO;163;1+100;1+200;1524,00012761000;Jalan Lokal Primer;baik;aspal;6
DOHO;164;1+200;1+300;1524,00012761000;Jalan Lokal Primer;sedang;aspal;6
DOHO;165;1+300;1+400;1524,00012761000;Jalan Lokal Primer;RR;aspal;6
DOHO;166;1+400;1+500;1524,00012761000;Jalan Lokal Primer;RB;aspal;6
DOHO;167;1+500;1+524;1524,00012761000;Jalan Lokal Primer;baik;aspal;6
DOLOPO I;175;0+000;0+100;569,98316925000;Jalan Lokal Primer;sedang;aspal;6
DOLOPO I;176;0+100;0+200;569,98316925000;Jalan Lokal Primer;RR;aspal;6
DOLOPO I;177;0+200;0+300;569,98316925000;Jalan Lokal Primer;RB;aspal;6
DOLOPO I;178;0+300;0+400;569,98316925000;Jalan Lokal Primer;baik;aspal;6
DOLOPO I;179;0+400;0+500;569,98316925000;Jalan Lokal Primer;sedang;aspal;6
DOLOPO I;180;0+500;0+500;569,98316925000;Jalan Lokal Primer;RR;aspal;6
DOLOPO II;192;0+000;0+100;634,75385601400;Jalan Lokal Primer;RB;aspal;6
DOLOPO II;193;0+100;0+200;634,75385601400;Jalan Lokal Primer;baik;aspal;6
DOLOPO II;194;0+200;0+300;634,75385601400;Jalan Lokal Primer;sedang;aspal;6
DOLOPO II;195;0+300;0+400;634,75385601400;Jalan Lokal Primer;RR;aspal;6
DOLOPO II;196;0+400;0+500;634,75385601400;Jalan Lokal Primer;RB;aspal;6
DOLOPO II;197;0+500;0+600;634,75385601400;Jalan Lokal Primer;baik;aspal;6
DOLOPO II;198;0+600;0+634;634,75385601400;Jalan Lokal Primer;sedang;aspal;6
DUREN I;794;0+000;0+100;921,07463577900;Jalan Lokal Primer;RR;aspal;6
DUREN I;795;0+100;0+200;921,07463577900;Jalan Lokal Primer;RB;aspal;6
DUREN I;796;0+200;0+300;921,07463577900;Jalan Lokal Primer;baik;aspal;6
DUREN I;797;0+300;0+400;921,07463577900;Jalan Lokal Primer;sedang;aspal;6
DUREN I;798;0+400;0+500;921,07463577900;Jalan Lokal Primer;RR;aspal;6
DUREN I;799;0+500;0+600;921,07463577900;Jalan Lokal Primer;RB;aspal;6
DUREN I;800;0+600;0+700;921,07463577900;Jalan Lokal Primer;baik;aspal;6
DUREN I;801;0+700;0+800;921,07463577900;Jalan Lokal Primer;sedang;aspal;6
DUREN I;802;0+800;0+900;921,07463577900;Jalan Lokal Primer;RR;aspal;6
DUREN I;803;0+900;0+912;921,07463577900;Jalan Lokal Primer;RB;aspal;6
DUREN II;804;0+000;0+100;1599,03896441000;Jalan Lokal Primer;baik;aspal;6
DUREN II;805;0+100;0+200;1599,03896441000;Jalan Lokal Primer;sedang;aspal;6
DUREN II;806;0+200;0+300;1599,03896441000;Jalan Lokal Primer;RR;aspal;6
DUREN II;807;0+300;0+400;1599,03896441000;Jalan Lokal Primer;RB;aspal;6
DUREN II;808;0+400;0+500;1599,03896441000;Jalan Lokal Primer;baik;aspal;6
DUREN II;809;0+500;0+600;1599,03896441000;Jalan Lokal Primer;sedang;aspal;6
DUREN II;810;0+600;0+700;1599,03896441000;Jalan Lokal Primer;RR;aspal;6
DUREN II;811;0+700;0+800;1599,03896441000;Jalan Lokal Primer;RB;aspal;6
DUREN II;812;0+800;0+900;1599,03896441000;Jalan Lokal Primer;baik;aspal;6
DUREN II;813;0+900;1+000;1599,03896441000;Jalan Lokal Primer;sedang;aspal;6
DUREN II;814;1+000;1+100;1599,03896441000;Jalan Lokal Primer;RR;aspal;6
DUREN II;815;1+100;1+200;1599,03896441000;Jalan Lokal Primer;RB;aspal;6
DUREN II;816;1+200;1+300;1599,03896441000;Jalan Lokal Primer;baik;aspal;6
DUREN II;817;1+300;1+400;1599,03896441000;Jalan Lokal Primer;sedang;aspal;6
DUREN II;818;1+400;1+500;1599,03896441000;Jalan Lokal Primer;RR;aspal;6
DUREN II;819;1+500;1+599;1599,03896441000;Jalan Lokal Primer;RB;aspal;6
